id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
e04e7678-5376-4774-a316-280781cccfa7_1,"then saw he left him and from brighter day<br>he now was such so white as from the snow<br>of the past, shall set it on his brow<br>and withered, as it hath to pass away","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",deepspeare,gpt2,1,2,1,1,1,1,1,1,1,1
e04e7678-5376-4774-a316-280781cccfa7_2,"then saw he left him and from brighter day<br>he now was such so white as from the snow<br>of the past, shall set it on his brow<br>and withered, as it hath to pass away","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",deepspeare,gpt2,1,1,2,2,2,2,1,2,2,1
3b032939-29e4-489a-b02c-4688e7268dff_0,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"i shall not ask , i will not weep ; <br>he is not a slave , but his mother is so fair , <br>as the man on the tree <br>is a bird that comes in a dream",gpt2,ngram,2,1,1,1,1,1,1,2,1,2
3b032939-29e4-489a-b02c-4688e7268dff_1,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"i shall not ask , i will not weep ; <br>he is not a slave , but his mother is so fair , <br>as the man on the tree <br>is a bird that comes in a dream",gpt2,ngram,2,2,2,1,2,2,2,2,1,2
3b032939-29e4-489a-b02c-4688e7268dff_2,the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we could not open to the ravish 'd cell <br>it might for our poor hearts some reverend locks may find <br>with mantling crags and night to the beaute,"i shall not ask , i will not weep ; <br>he is not a slave , but his mother is so fair , <br>as the man on the tree <br>is a bird that comes in a dream",gpt2,ngram,1,2,2,1,2,1,1,1,1,1
3f83a778-b6a0-4ed3-a2b4-ab6a4d09aad0_0,"“ might his cat be a woman , ” he said :<br>venus changed her : the couple were wed :<br>but a mouse in her sight<br>metamorphosed her quite ,<br>and for bride , a cat found he instead .","o beauteous maid , my heart is thine ;<br>i lay its dearest offering at thy feet ;<br>i burn its sweetest incense on thy shrine ,<br>for thou , sweet maid , art all divine ,<br>for worship thou art meet .",gutenberg,gutenberg,2,2,1,2,2,2,2,2,2,2
3f83a778-b6a0-4ed3-a2b4-ab6a4d09aad0_1,"“ might his cat be a woman , ” he said :<br>venus changed her : the couple were wed :<br>but a mouse in her sight<br>metamorphosed her quite ,<br>and for bride , a cat found he instead .","o beauteous maid , my heart is thine ;<br>i lay its dearest offering at thy feet ;<br>i burn its sweetest incense on thy shrine ,<br>for thou , sweet maid , art all divine ,<br>for worship thou art meet .",gutenberg,gutenberg,1,2,2,1,1,1,1,1,1,2
3f83a778-b6a0-4ed3-a2b4-ab6a4d09aad0_2,"“ might his cat be a woman , ” he said :<br>venus changed her : the couple were wed :<br>but a mouse in her sight<br>metamorphosed her quite ,<br>and for bride , a cat found he instead .","o beauteous maid , my heart is thine ;<br>i lay its dearest offering at thy feet ;<br>i burn its sweetest incense on thy shrine ,<br>for thou , sweet maid , art all divine ,<br>for worship thou art meet .",gutenberg,gutenberg,1,1,2,1,1,2,2,2,1,2
f84caa0a-a5d0-40b9-846b-b9415d5cd3ab_0,"in all my days, a sadness of an hour<br>how should it be to find me soon am i<br>when the wild birds, and summits of the sky<br>or silent spirit on a distant shore","love to me , my child ,<br>child of greedy perfect and bright ;<br>in silence battered , for i sat down clasp .<br>hand in her bosom lovely they away ,<br>lest in vain clay ruddy lay",deepspeare,lstm,1,1,2,2,1,1,2,1,1,2
f84caa0a-a5d0-40b9-846b-b9415d5cd3ab_1,"in all my days, a sadness of an hour<br>how should it be to find me soon am i<br>when the wild birds, and summits of the sky<br>or silent spirit on a distant shore","love to me , my child ,<br>child of greedy perfect and bright ;<br>in silence battered , for i sat down clasp .<br>hand in her bosom lovely they away ,<br>lest in vain clay ruddy lay",deepspeare,lstm,1,1,1,2,1,1,1,1,1,1
f84caa0a-a5d0-40b9-846b-b9415d5cd3ab_2,"in all my days, a sadness of an hour<br>how should it be to find me soon am i<br>when the wild birds, and summits of the sky<br>or silent spirit on a distant shore","love to me , my child ,<br>child of greedy perfect and bright ;<br>in silence battered , for i sat down clasp .<br>hand in her bosom lovely they away ,<br>lest in vain clay ruddy lay",deepspeare,lstm,2,2,1,1,1,1,1,2,2,1
730ef884-5eea-40ef-a5e6-74fcd3bec9ff_0,"though jason 's fleece was famed of old ,<br>the british wool is growing gold ;<br>no mines can more of wealth supply ;<br>it keeps the peasant from the cold ,<br>and takes for kings the tyrian dye .","when i was young , and the air was still . <br>she had a lover 's song . <br>and she has a lover 's work , <br>or what is a king to us",gutenberg,ngram,2,1,1,1,1,1,2,2,1,1
730ef884-5eea-40ef-a5e6-74fcd3bec9ff_1,"though jason 's fleece was famed of old ,<br>the british wool is growing gold ;<br>no mines can more of wealth supply ;<br>it keeps the peasant from the cold ,<br>and takes for kings the tyrian dye .","when i was young , and the air was still . <br>she had a lover 's song . <br>and she has a lover 's work , <br>or what is a king to us",gutenberg,ngram,2,1,2,2,1,2,2,1,1,2
730ef884-5eea-40ef-a5e6-74fcd3bec9ff_2,"though jason 's fleece was famed of old ,<br>the british wool is growing gold ;<br>no mines can more of wealth supply ;<br>it keeps the peasant from the cold ,<br>and takes for kings the tyrian dye .","when i was young , and the air was still . <br>she had a lover 's song . <br>and she has a lover 's work , <br>or what is a king to us",gutenberg,ngram,1,1,1,2,2,1,1,2,1,2
1638b197-d862-40d7-aadd-80d01c25ade6_0,"who walk in him who travel with the land<br>to rest but we as then? she said is he<br>soon is the lord, i pray him to attend<br>and for he has his word, and his may be","when with a splendid lustre of light day<br>but on the mists of darkness, heavy down<br>they cast upon them to the morning sun<br>and they still cold and silent pass away",deepspeare,deepspeare,2,1,1,1,1,1,1,2,1,1
1638b197-d862-40d7-aadd-80d01c25ade6_1,"who walk in him who travel with the land<br>to rest but we as then? she said is he<br>soon is the lord, i pray him to attend<br>and for he has his word, and his may be","when with a splendid lustre of light day<br>but on the mists of darkness, heavy down<br>they cast upon them to the morning sun<br>and they still cold and silent pass away",deepspeare,deepspeare,2,2,1,2,1,2,2,2,2,1
1638b197-d862-40d7-aadd-80d01c25ade6_2,"who walk in him who travel with the land<br>to rest but we as then? she said is he<br>soon is the lord, i pray him to attend<br>and for he has his word, and his may be","when with a splendid lustre of light day<br>but on the mists of darkness, heavy down<br>they cast upon them to the morning sun<br>and they still cold and silent pass away",deepspeare,deepspeare,1,2,2,2,2,2,2,2,1,1
9b6efad5-363f-4a2c-baf2-1b18af6cf70b_0,"on sunny springs; or in red sunset shine<br>and as this lawless land of night decline<br>and day, where the sun's buds, its culture pays<br>life's beauty in the hour of all his days","who cares how many fewer resources, <br>are going crazy at an enterprise ! <br>they wanna wonder where my press releases, <br>and hear what other people specialize. <br><br>to see that there is only one consumer, <br>with forty tons of mos technology ! <br>so please consider me the biggest loser ! <br>i know i never thought about atari.",deepspeare,hafez,1,1,1,2,1,1,1,2,2,2
9b6efad5-363f-4a2c-baf2-1b18af6cf70b_1,"on sunny springs; or in red sunset shine<br>and as this lawless land of night decline<br>and day, where the sun's buds, its culture pays<br>life's beauty in the hour of all his days","who cares how many fewer resources, <br>are going crazy at an enterprise ! <br>they wanna wonder where my press releases, <br>and hear what other people specialize. <br><br>to see that there is only one consumer, <br>with forty tons of mos technology ! <br>so please consider me the biggest loser ! <br>i know i never thought about atari.",deepspeare,hafez,2,2,1,1,1,2,2,1,2,1
9b6efad5-363f-4a2c-baf2-1b18af6cf70b_2,"on sunny springs; or in red sunset shine<br>and as this lawless land of night decline<br>and day, where the sun's buds, its culture pays<br>life's beauty in the hour of all his days","who cares how many fewer resources, <br>are going crazy at an enterprise ! <br>they wanna wonder where my press releases, <br>and hear what other people specialize. <br><br>to see that there is only one consumer, <br>with forty tons of mos technology ! <br>so please consider me the biggest loser ! <br>i know i never thought about atari.",deepspeare,hafez,1,1,1,1,1,2,2,2,1,1
f7661f5f-b131-43cc-b318-003a2051e29a_0,"who summoned marvels there to meet ,<br>with pomp , upon a cloth of gold ;<br>where berries of the bittersweet ,<br>that , splitting , showed the coals they hold ,<br>sowed garnets through the wold :","and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",gutenberg,jhamtani,2,1,1,1,2,1,1,1,2,1
f7661f5f-b131-43cc-b318-003a2051e29a_1,"who summoned marvels there to meet ,<br>with pomp , upon a cloth of gold ;<br>where berries of the bittersweet ,<br>that , splitting , showed the coals they hold ,<br>sowed garnets through the wold :","and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",gutenberg,jhamtani,1,1,2,1,2,2,1,1,1,1
f7661f5f-b131-43cc-b318-003a2051e29a_2,"who summoned marvels there to meet ,<br>with pomp , upon a cloth of gold ;<br>where berries of the bittersweet ,<br>that , splitting , showed the coals they hold ,<br>sowed garnets through the wold :","and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",gutenberg,jhamtani,1,1,2,1,2,2,1,1,1,2
c8008df1-f303-4f69-bb2b-9d30bd4e66b5_0,"to know what happened under silver crystal. <br>or when this heavy iron plastic shield, <br>is slowly breaking through electric sickle ! <br>too many open arms are tightly sealed. <br><br>another hundred thousand dollar tags ! <br>my tiny little rusty letters patent ! <br>the water running over leather bags, <br>and being frightened by a lion rampant.","nor of thee which great with thy poet 's tear <br>they love who loved soon to the angels ’ hate <br>from ugly splendors , strongly wishes start <br>and turn 'd aright ; but , if the part",hafez,jhamtani,2,1,2,1,1,2,2,2,2,1
c8008df1-f303-4f69-bb2b-9d30bd4e66b5_1,"to know what happened under silver crystal. <br>or when this heavy iron plastic shield, <br>is slowly breaking through electric sickle ! <br>too many open arms are tightly sealed. <br><br>another hundred thousand dollar tags ! <br>my tiny little rusty letters patent ! <br>the water running over leather bags, <br>and being frightened by a lion rampant.","nor of thee which great with thy poet 's tear <br>they love who loved soon to the angels ’ hate <br>from ugly splendors , strongly wishes start <br>and turn 'd aright ; but , if the part",hafez,jhamtani,1,1,2,1,1,1,1,1,1,1
c8008df1-f303-4f69-bb2b-9d30bd4e66b5_2,"to know what happened under silver crystal. <br>or when this heavy iron plastic shield, <br>is slowly breaking through electric sickle ! <br>too many open arms are tightly sealed. <br><br>another hundred thousand dollar tags ! <br>my tiny little rusty letters patent ! <br>the water running over leather bags, <br>and being frightened by a lion rampant.","nor of thee which great with thy poet 's tear <br>they love who loved soon to the angels ’ hate <br>from ugly splendors , strongly wishes start <br>and turn 'd aright ; but , if the part",hafez,jhamtani,1,1,2,1,1,1,1,1,1,1
1a6bbeab-1f59-421d-abfa-e1332a416cda_0,"you came with your small tapering flame of passion<br>thinly burning like a nun 's desire ,<br>your eyes in slim and half-expectant fashion<br>faintly painting what your veins require<br>with little pallid pyramids of fire .","and therefore not entitled, even then,<br>to visit either of his sons from dawn,<br>to sunset, even during summer when,<br>indeed  among  the pleasures common "" there,<br>again  before returning to the main,<br>before beginning any further care,<br>the mother, having washed herself from stain,<br>and having taken from beneath the head,<br>in silence, even under water) spread.",gutenberg,true_poetry,2,2,2,1,2,2,2,1,2,2
